gem5 Simulator System.  http://gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 20.0.0.2
gem5 compiled Sep 14 2020 15:06:02
gem5 started Sep 14 2020 15:19:30
gem5 executing on nanocad-server-testbed, pid 5439
command line: x86o --debug-flags=CoherentXBar simple.py

Global frequency set at 1000000000000 ticks per second
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1c940:1c97f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1c980:1c9bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1c980:1c9bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1c9c0:1c9ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1c9c0:1c9ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1ca00:1ca3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1ca00:1ca3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1ca40:1ca7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1ca40:1ca7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1ca80:1cabf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1ca80:1cabf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cac0:1caff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cac0:1caff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cb00:1cb3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cb00:1cb3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cb40:1cb7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cb40:1cb7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cb80:1cbbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cb80:1cbbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cbc0:1cbff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cbc0:1cbff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cc00:1cc3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cc00:1cc3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cc40:1cc7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cc40:1cc7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cc80:1ccbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cc80:1ccbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1ccc0:1ccff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1ccc0:1ccff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cd00:1cd3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cd00:1cd3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cd40:1cd7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cd40:1cd7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cd80:1cdbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cd80:1cdbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cdc0:1cdff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cdc0:1cdff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1ce00:1ce3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1ce00:1ce3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1ce40:1ce7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1ce40:1ce7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1ce80:1cebf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1ce80:1cebf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cec0:1ceff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cec0:1ceff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cf00:1cf3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cf00:1cf3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cf40:1cf7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cf40:1cf7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cf80:1cfbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cf80:1cfbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1cfc0:1cfff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1cfc0:1cfff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d000:1d03f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d000:1d03f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d040:1d07f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d040:1d07f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d080:1d0bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d080:1d0bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d0c0:1d0ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d0c0:1d0ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d100:1d13f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d100:1d13f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d140:1d17f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d140:1d17f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d180:1d1bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d180:1d1bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d1c0:1d1ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d1c0:1d1ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d200:1d23f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d200:1d23f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d240:1d27f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d240:1d27f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d280:1d2bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d280:1d2bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d2c0:1d2ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d2c0:1d2ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d300:1d33f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d300:1d33f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d340:1d37f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d340:1d37f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d380:1d3bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d380:1d3bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d3c0:1d3ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d3c0:1d3ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d400:1d43f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d400:1d43f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d440:1d47f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d440:1d47f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d480:1d4bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d480:1d4bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d4c0:1d4ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d4c0:1d4ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d500:1d53f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d500:1d53f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d540:1d57f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d540:1d57f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d580:1d5bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d580:1d5bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d5c0:1d5ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d5c0:1d5ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d600:1d63f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d600:1d63f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d640:1d67f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d640:1d67f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d680:1d6bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d680:1d6bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d6c0:1d6ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d6c0:1d6ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d700:1d73f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d700:1d73f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d740:1d77f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d740:1d77f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d780:1d7bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d780:1d7bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d7c0:1d7ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d7c0:1d7ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d800:1d83f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d800:1d83f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d840:1d87f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d840:1d87f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d880:1d8bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d880:1d8bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d8c0:1d8ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d8c0:1d8ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d900:1d93f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d900:1d93f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d940:1d97f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d940:1d97f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d980:1d9bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d980:1d9bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1d9c0:1d9ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1d9c0:1d9ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1da00:1da3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1da00:1da3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1da40:1da7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1da40:1da7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1da80:1dabf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1da80:1dabf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1dac0:1daff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1dac0:1daff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1db00:1db3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1db00:1db3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1db40:1db7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1db40:1db7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1db80:1dbbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1db80:1dbbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1dbc0:1dbff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1dbc0:1dbff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1dc00:1dc3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1dc00:1dc3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1dc40:1dc7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1dc40:1dc7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1dc80:1dcbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1dc80:1dcbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1dcc0:1dcff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1dcc0:1dcff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1dd00:1dd3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1dd00:1dd3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1dd40:1dd7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1dd40:1dd7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1dd80:1ddbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1dd80:1ddbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1ddc0:1ddff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1ddc0:1ddff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1de00:1de3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1de00:1de3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1de40:1de7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1de40:1de7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1de80:1debf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1de80:1debf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1dec0:1deff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1dec0:1deff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1df00:1df3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [1df00:1df3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [1df40:1df7f]
